complaint_id,text,language,category,department,priority,template_group
ENG_0599,This is urgent: I was charged a fee for cancelling the order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_10
ENG_0600,This is urgent: I was charged a fee for cancelling the order I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_10
ENG_0601,The product I received is damaged,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0602,The product I received is damaged Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0603,The product I received is damaged I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0604,"Hello, the product I received is damaged",English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0605,"Hello, the product I received is damaged Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0606,"Hello, the product I received is damaged I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0607,"Please help, the product I received is damaged",English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0608,"Please help, the product I received is damaged Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0609,"Please help, the product I received is damaged I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0610,I need assistance because the product I received is damaged,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0611,I need assistance because the product I received is damaged Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0612,I need assistance because the product I received is damaged I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0613,This is urgent: the product I received is damaged,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0614,This is urgent: the product I received is damaged Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0615,This is urgent: the product I received is damaged I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_01
ENG_0616,The item is defective and does not work,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0617,The item is defective and does not work Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0618,The item is defective and does not work I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0619,"Hello, the item is defective and does not work",English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0620,"Hello, the item is defective and does not work Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0621,"Hello, the item is defective and does not work I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0622,"Please help, the item is defective and does not work",English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0623,"Please help, the item is defective and does not work Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0624,"Please help, the item is defective and does not work I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0625,I need assistance because the item is defective and does not work,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0626,I need assistance because the item is defective and does not work Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0627,I need assistance because the item is defective and does not work I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0628,This is urgent: the item is defective and does not work,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0629,This is urgent: the item is defective and does not work Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0630,This is urgent: the item is defective and does not work I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_02
ENG_0631,I received the wrong product,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0632,I received the wrong product Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0633,I received the wrong product I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0634,"Hello, I received the wrong product",English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0635,"Hello, I received the wrong product Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0636,"Hello, I received the wrong product I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0637,"Please help, I received the wrong product",English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0638,"Please help, I received the wrong product Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0639,"Please help, I received the wrong product I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0640,I need assistance because I received the wrong product,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0641,I need assistance because I received the wrong product Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0642,I need assistance because I received the wrong product I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0643,This is urgent: I received the wrong product,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0644,This is urgent: I received the wrong product Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0645,This is urgent: I received the wrong product I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_03
ENG_0646,The product does not match its description,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0647,The product does not match its description Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0648,The product does not match its description I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0649,"Hello, the product does not match its description",English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0650,"Hello, the product does not match its description Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0651,"Hello, the product does not match its description I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0652,"Please help, the product does not match its description",English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0653,"Please help, the product does not match its description Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0654,"Please help, the product does not match its description I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0655,I need assistance because the product does not match its description,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0656,I need assistance because the product does not match its description Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0657,I need assistance because the product does not match its description I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0658,This is urgent: the product does not match its description,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0659,This is urgent: the product does not match its description Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0660,This is urgent: the product does not match its description I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_04
ENG_0661,An accessory is missing from the package,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0662,An accessory is missing from the package Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0663,An accessory is missing from the package I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0664,"Hello, an accessory is missing from the package",English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0665,"Hello, an accessory is missing from the package Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0666,"Hello, an accessory is missing from the package I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0667,"Please help, an accessory is missing from the package",English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0668,"Please help, an accessory is missing from the package Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0669,"Please help, an accessory is missing from the package I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0670,I need assistance because an accessory is missing from the package,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0671,I need assistance because an accessory is missing from the package Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0672,I need assistance because an accessory is missing from the package I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0673,This is urgent: an accessory is missing from the package,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0674,This is urgent: an accessory is missing from the package Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0675,This is urgent: an accessory is missing from the package I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_05
ENG_0676,The item arrived with broken parts,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0677,The item arrived with broken parts Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0678,The item arrived with broken parts I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0679,"Hello, the item arrived with broken parts",English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0680,"Hello, the item arrived with broken parts Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0681,"Hello, the item arrived with broken parts I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0682,"Please help, the item arrived with broken parts",English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0683,"Please help, the item arrived with broken parts Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0684,"Please help, the item arrived with broken parts I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0685,I need assistance because the item arrived with broken parts,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0686,I need assistance because the item arrived with broken parts Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0687,I need assistance because the item arrived with broken parts I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0688,This is urgent: the item arrived with broken parts,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0689,This is urgent: the item arrived with broken parts Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0690,This is urgent: the item arrived with broken parts I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_06
ENG_0691,The product quality is very poor,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0692,The product quality is very poor Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0693,The product quality is very poor I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0694,"Hello, the product quality is very poor",English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0695,"Hello, the product quality is very poor Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0696,"Hello, the product quality is very poor I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0697,"Please help, the product quality is very poor",English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0698,"Please help, the product quality is very poor Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0699,"Please help, the product quality is very poor I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0700,I need assistance because the product quality is very poor,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0701,I need assistance because the product quality is very poor Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0702,I need assistance because the product quality is very poor I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0703,This is urgent: the product quality is very poor,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0704,This is urgent: the product quality is very poor Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0705,This is urgent: the product quality is very poor I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_07
ENG_0706,I received an expired product,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0707,I received an expired product Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0708,I received an expired product I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0709,"Hello, I received an expired product",English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0710,"Hello, I received an expired product Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0711,"Hello, I received an expired product I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0712,"Please help, I received an expired product",English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0713,"Please help, I received an expired product Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0714,"Please help, I received an expired product I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0715,I need assistance because I received an expired product,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0716,I need assistance because I received an expired product Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0717,I need assistance because I received an expired product I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0718,This is urgent: I received an expired product,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0719,This is urgent: I received an expired product Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0720,This is urgent: I received an expired product I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_08
ENG_0721,The size or colour is different from what I ordered,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0722,The size or colour is different from what I ordered Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0723,The size or colour is different from what I ordered I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0724,"Hello, the size or colour is different from what I ordered",English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0725,"Hello, the size or colour is different from what I ordered Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0726,"Hello, the size or colour is different from what I ordered I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0727,"Please help, the size or colour is different from what I ordered",English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0728,"Please help, the size or colour is different from what I ordered Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0729,"Please help, the size or colour is different from what I ordered I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0730,I need assistance because the size or colour is different from what I ordered,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0731,I need assistance because the size or colour is different from what I ordered Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0732,I need assistance because the size or colour is different from what I ordered I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0733,This is urgent: the size or colour is different from what I ordered,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0734,This is urgent: the size or colour is different from what I ordered Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0735,This is urgent: the size or colour is different from what I ordered I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_09
ENG_0736,The package was empty when it arrived,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0737,The package was empty when it arrived Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0738,The package was empty when it arrived I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0739,"Hello, the package was empty when it arrived",English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0740,"Hello, the package was empty when it arrived Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0741,"Hello, the package was empty when it arrived I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0742,"Please help, the package was empty when it arrived",English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0743,"Please help, the package was empty when it arrived Please resolve this.",English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0744,"Please help, the package was empty when it arrived I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0745,I need assistance because the package was empty when it arrived,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0746,I need assistance because the package was empty when it arrived Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0747,I need assistance because the package was empty when it arrived I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0748,This is urgent: the package was empty when it arrived,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0749,This is urgent: the package was empty when it arrived Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0750,This is urgent: the package was empty when it arrived I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_10
ENG_0751,I want to return this product,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0752,I want to return this product Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0753,I want to return this product I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0754,"Hello, I want to return this product",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0755,"Hello, I want to return this product Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0756,"Hello, I want to return this product I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0757,"Please help, I want to return this product",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0758,"Please help, I want to return this product Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0759,"Please help, I want to return this product I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0760,I need assistance because I want to return this product,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0761,I need assistance because I want to return this product Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0762,I need assistance because I want to return this product I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0763,This is urgent: I want to return this product,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0764,This is urgent: I want to return this product Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0765,This is urgent: I want to return this product I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01
ENG_0766,I need a replacement for the damaged item,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0767,I need a replacement for the damaged item Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0768,I need a replacement for the damaged item I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0769,"Hello, I need a replacement for the damaged item",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0770,"Hello, I need a replacement for the damaged item Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0771,"Hello, I need a replacement for the damaged item I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0772,"Please help, I need a replacement for the damaged item",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0773,"Please help, I need a replacement for the damaged item Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0774,"Please help, I need a replacement for the damaged item I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0775,I need assistance because I need a replacement for the damaged item,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0776,I need assistance because I need a replacement for the damaged item Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0777,I need assistance because I need a replacement for the damaged item I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0778,This is urgent: I need a replacement for the damaged item,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0779,This is urgent: I need a replacement for the damaged item Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0780,This is urgent: I need a replacement for the damaged item I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02
ENG_0781,The return request is not being accepted,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0782,The return request is not being accepted Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0783,The return request is not being accepted I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0784,"Hello, the return request is not being accepted",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0785,"Hello, the return request is not being accepted Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0786,"Hello, the return request is not being accepted I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0787,"Please help, the return request is not being accepted",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0788,"Please help, the return request is not being accepted Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0789,"Please help, the return request is not being accepted I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0790,I need assistance because the return request is not being accepted,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0791,I need assistance because the return request is not being accepted Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0792,I need assistance because the return request is not being accepted I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0793,This is urgent: the return request is not being accepted,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0794,This is urgent: the return request is not being accepted Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0795,This is urgent: the return request is not being accepted I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03
ENG_0796,The pickup for my return has not happened,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0797,The pickup for my return has not happened Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0798,The pickup for my return has not happened I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0799,"Hello, the pickup for my return has not happened",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0800,"Hello, the pickup for my return has not happened Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0801,"Hello, the pickup for my return has not happened I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0802,"Please help, the pickup for my return has not happened",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0803,"Please help, the pickup for my return has not happened Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0804,"Please help, the pickup for my return has not happened I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0805,I need assistance because the pickup for my return has not happened,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0806,I need assistance because the pickup for my return has not happened Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0807,I need assistance because the pickup for my return has not happened I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0808,This is urgent: the pickup for my return has not happened,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0809,This is urgent: the pickup for my return has not happened Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0810,This is urgent: the pickup for my return has not happened I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04
ENG_0811,I want to exchange the item for another size,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0812,I want to exchange the item for another size Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0813,I want to exchange the item for another size I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0814,"Hello, I want to exchange the item for another size",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0815,"Hello, I want to exchange the item for another size Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0816,"Hello, I want to exchange the item for another size I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0817,"Please help, I want to exchange the item for another size",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0818,"Please help, I want to exchange the item for another size Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0819,"Please help, I want to exchange the item for another size I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0820,I need assistance because I want to exchange the item for another size,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0821,I need assistance because I want to exchange the item for another size Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0822,I need assistance because I want to exchange the item for another size I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0823,This is urgent: I want to exchange the item for another size,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0824,This is urgent: I want to exchange the item for another size Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0825,This is urgent: I want to exchange the item for another size I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05
ENG_0826,The replacement order has not been shipped,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0827,The replacement order has not been shipped Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0828,The replacement order has not been shipped I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0829,"Hello, the replacement order has not been shipped",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0830,"Hello, the replacement order has not been shipped Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0831,"Hello, the replacement order has not been shipped I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0832,"Please help, the replacement order has not been shipped",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0833,"Please help, the replacement order has not been shipped Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0834,"Please help, the replacement order has not been shipped I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0835,I need assistance because the replacement order has not been shipped,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0836,I need assistance because the replacement order has not been shipped Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0837,I need assistance because the replacement order has not been shipped I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0838,This is urgent: the replacement order has not been shipped,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0839,This is urgent: the replacement order has not been shipped Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0840,This is urgent: the replacement order has not been shipped I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06
ENG_0841,The return window is incorrectly shown as closed,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0842,The return window is incorrectly shown as closed Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0843,The return window is incorrectly shown as closed I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0844,"Hello, the return window is incorrectly shown as closed",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0845,"Hello, the return window is incorrectly shown as closed Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0846,"Hello, the return window is incorrectly shown as closed I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0847,"Please help, the return window is incorrectly shown as closed",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0848,"Please help, the return window is incorrectly shown as closed Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0849,"Please help, the return window is incorrectly shown as closed I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
