complaint_id,text,language,category,department,priority,template_group,text_length,word_count,split
HIN_0751,मैं इस उत्पाद को वापस करना चाहती हूँ।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_01,37,8,train
HGL_1096,Mujhe aisi purchase ka OTP mila jo maine nahi ki.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_04,49,10,validation
HGL_0699,"Please help, product ki quality bahut poor hai. Mujhe jaldi update chahiye.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_07,75,12,train
HGL_0216,"Hello, mera package same location par stuck hai. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_05,76,12,train
HIN_0858,कूरियर वाले ने रिटर्न लेने से मना कर दिया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_08,75,15,train
HGL_0533,"Please help, seller ne meri cancellation request reject kar di. Please jaldi resolve karo.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_06,90,14,validation
HIN_0218,"कृपया मदद करें, मेरा पैकेज कई दिनों से एक ही जगह अटका है। कृपया इसे जल्दी हल करें।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_05,82,18,train
ENG_0426,"Hello, the refund status has not changed for several days I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_09,95,18,train
ENG_1055,"Hello, there is an unknown transaction on my account Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01,73,12,train
HGL_0596,Mujhe help chahiye kyunki order cancel karne par extra fee charge hui. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_10,97,16,train
ENG_0557,I want to cancel one item from my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08,60,12,train
HGL_0790,Mujhe help chahiye kyunki meri return request accept nahi ho rahi.,Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_03,66,11,train
HGL_0787,"Please help, meri return request accept nahi ho rahi.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_03,53,9,train
HGL_0611,Mujhe help chahiye kyunki mujhe damaged product mila hai. Please jaldi resolve karo.,Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_01,84,13,train
ENG_1194,"Please help, there are multiple unauthorised purchases on my account I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_10,106,18,train
HIN_0517,"कृपया मदद करें, गलती से किया गया ऑर्डर रद्द करना है।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_05,52,11,train
HGL_0052,"Please help, mera card payment processing mein stuck hai.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04,57,9,train
HGL_0846,"Hello, return window galat closed show ho rahi hai. Mujhe jaldi update chahiye.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_07,79,13,test
HGL_0524,Ye urgent hai: galti se order place hua aur mujhe cancel karna hai. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_05,94,17,test
HIN_0086,मुझे सहायता चाहिए क्योंकि यूपीआई पेमेंट सफल हुआ लेकिन ऑर्डर प्लेस नहीं हुआ। कृपया इसे जल्दी हल करें।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_06,100,18,train
HIN_1049,यह बहुत जरूरी है: एक ही नंबर से गलती से दो अकाउंट बन गए हैं। कृपया इसे जल्दी हल करें।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_10,85,20,train
HIN_1074,"कृपया मदद करें, किसी ने मेरे अकाउंट से ऑर्डर किया है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_02,86,17,test
HGL_0483,Cancellation request baar baar fail ho rahi hai. Mujhe jaldi update chahiye.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_03,76,12,train
HIN_0690,यह बहुत जरूरी है: उत्पाद के कुछ हिस्से टूटे हुए हैं। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_06,85,17,train
HIN_0392,रिफंड गलत पेमेंट माध्यम में भेज दिया गया। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07,66,13,test
HGL_1200,Ye urgent hai: mere account se multiple unauthorised purchases hui hain. Mujhe jaldi update chahiye.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_10,100,15,test
HGL_0231,"Hello, delivery date baar baar change ho rahi hai. Mujhe jaldi update chahiye.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_06,78,13,test
HGL_0507,Mujhe help chahiye kyunki cancel karne ke baad bhi order ship ho gaya. Mujhe jaldi update chahiye.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_04,98,17,train
ENG_1138,This is urgent: someone changed my account password,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06,51,8,train
HIN_1103,"कृपया मदद करें, मुझे ऐसी खरीदारी का ओटीपी मिला जो मैंने नहीं की। कृपया इसे जल्दी हल करें।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_04,89,18,validation
HGL_0984,"Please help, main password reset nahi kar pa rahi hoon. Mujhe jaldi update chahiye.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_06,83,14,train
HGL_1002,Mujhe help chahiye kyunki app mujhe baar baar logout kar raha hai. Mujhe jaldi update chahiye.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_07,94,16,train
HIN_0512,गलती से किया गया ऑर्डर रद्द करना है। कृपया इसे जल्दी हल करें।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_05,61,13,train
HGL_0969,"Please help, mera saved address disappear ho gaya. Mujhe jaldi update chahiye.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,78,12,train
ENG_0454,"Hello, I am unable to cancel my order",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_01,37,8,train
ENG_0914,This is urgent: I cannot log in to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_01,66,13,validation
HGL_0030,Ye urgent hai: same order ke liye do baar paise cut gaye. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02,85,16,train
ENG_1200,This is urgent: there are multiple unauthorised purchases on my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_10,109,19,train
HIN_0075,यह बहुत जरूरी है: चेकआउट फेल होने के बाद भी राशि डेबिट हो गई। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_05,94,20,train
ENG_0038,"Please help, the payment failed but money was taken from my account Please resolve this.",English,Payment Issue,Payments Team,High,English_Payment Issue_03,88,15,test
ENG_0975,This is urgent: my saved address has disappeared I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_05,86,16,train
ENG_0984,"Please help, I forgot my password and cannot reset it I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_06,91,18,train
HGL_0012,Mujhe help chahiye kyunki payment deduct ho gaya but order confirm nahi hua. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_01,104,17,train
HIN_0219,"कृपया मदद करें, मेरा पैकेज कई दिनों से एक ही जगह अटका है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_05,90,19,train
HIN_0361,रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05,46,9,train
ENG_0040,I need assistance because the payment failed but money was taken from my account,English,Payment Issue,Payments Team,High,English_Payment Issue_03,80,14,test
HIN_0287,ट्रैकिंग की जानकारी अपडेट नहीं हो रही है। कृपया इसे जल्दी हल करें।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10,66,13,test
HIN_1099,"नमस्ते, मुझे ऐसी खरीदारी का ओटीपी मिला जो मैंने नहीं की।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_04,56,11,validation
ENG_0170,"Hello, the delivery is delayed beyond the promised date Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_02,76,12,validation
HIN_0156,"नमस्ते, मेरा ऑर्डर अभी तक नहीं आया है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_01,71,14,train
HGL_1159,"Hello, mujhe payment maangne wala suspicious message mila.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_08,58,8,train
HGL_0848,"Please help, return window galat closed show ho rahi hai. Please jaldi resolve karo.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_07,84,14,test
HIN_1168,यह बहुत जरूरी है: मुझे पेमेंट मांगने वाला संदिग्ध संदेश मिला।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_08,61,11,train
HIN_1179,"कृपया मदद करें, नकली कस्टमर केयर एजेंट ने बैंक की जानकारी मांगी। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_09,97,18,train
HIN_0441,"नमस्ते, मेरे बैंक खाते में रिफंड नहीं आया है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_10,78,15,train
HIN_0091,ऑर्डर में पेमेंट अभी भी पेंडिंग दिख रहा है।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_07,43,9,validation
HIN_0181,ट्रैकिंग में डिलीवर दिख रहा है लेकिन पैकेज नहीं मिला।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_03,53,10,train
HIN_0734,यह बहुत जरूरी है: उत्पाद का आकार या रंग मेरे ऑर्डर से अलग है। कृपया इसे जल्दी हल करें।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_09,86,19,train
ENG_0580,I need assistance because my order still appears active after cancellation,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09,74,11,train
HIN_0831,"नमस्ते, रिप्लेसमेंट ऑर्डर अभी तक भेजा नहीं गया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_06,80,14,train
ENG_0893,"Please help, my return request was cancelled without explanation Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10,85,12,train
ENG_0781,The return request is not being accepted,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_03,40,7,train
ENG_0160,I need assistance because my order has not arrived yet,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_01,54,10,train
ENG_0003,My payment was deducted but the order was not confirmed I need an update as soon as possible.,English,Payment Issue,Payments Team,High,English_Payment Issue_01,93,18,train
ENG_0850,I need assistance because the return window is incorrectly shown as closed,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07,74,12,test
HIN_0965,"नमस्ते, मेरा सेव किया हुआ पता गायब हो गया है। कृपया इसे जल्दी हल करें।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_05,70,15,train
HIN_0397,"कृपया मदद करें, रिफंड गलत पेमेंट माध्यम में भेज दिया गया।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07,57,11,test
HIN_0577,"कृपया मदद करें, रद्द करने के बाद भी ऑर्डर सक्रिय दिख रहा है।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_09,60,13,train
HIN_0714,"कृपया मदद करें, मुझे एक्सपायर हो चुका उत्पाद मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_08,83,15,train
ENG_1044,"Please help, I accidentally created two accounts with the same number I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_10,107,19,train
HIN_0345,यह बहुत जरूरी है: मुझे रिफंड की केवल कुछ राशि मिली है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_03,87,18,train
HGL_0760,Mujhe help chahiye kyunki mujhe ye product return karna hai.,Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_01,60,10,test
ENG_0054,"Please help, my card payment is stuck in processing I need an update as soon as possible.",English,Payment Issue,Payments Team,High,English_Payment Issue_04,89,17,validation
HGL_1067,Kisi ne mere account se order place kiya. Please jaldi resolve karo.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_02,68,12,train
HIN_0712,"कृपया मदद करें, मुझे एक्सपायर हो चुका उत्पाद मिला।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_08,50,9,train
HGL_0023,"Please help, same order ke liye do baar paise cut gaye. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02,82,15,train
ENG_0825,This is urgent: I want to exchange the item for another size I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05,98,20,train
HGL_0818,"Please help, mujhe item ko different size se exchange karna hai. Please jaldi resolve karo.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_05,91,15,train
HIN_0190,मुझे सहायता चाहिए क्योंकि ट्रैकिंग में डिलीवर दिख रहा है लेकिन पैकेज नहीं मिला।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_03,79,14,train
HGL_0549,"Please help, app mein cancellation option show nahi ho raha. Mujhe jaldi update chahiye.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_07,88,14,train
HIN_1055,"नमस्ते, मेरे अकाउंट में एक अनजान लेन-देन हुआ है। कृपया इसे जल्दी हल करें।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_01,73,14,test
HIN_0408,मुझे अपेक्षा से कम रिफंड मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_08,63,12,train
HIN_0395,"नमस्ते, रिफंड गलत पेमेंट माध्यम में भेज दिया गया। कृपया इसे जल्दी हल करें।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07,74,14,test
ENG_0772,"Please help, I need a replacement for the damaged item",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02,54,10,train
HIN_0669,"कृपया मदद करें, पैकेज में एक जरूरी सामान गायब है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_05,82,16,train
ENG_1086,"Hello, my account appears to have been hacked I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03,83,16,test
HGL_0059,Ye urgent hai: mera card payment processing mein stuck hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_04,86,14,train
HIN_0126,"नमस्ते, चेकआउट के समय पेमेंट पेज बार-बार फेल हो रहा है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_09,88,17,test
HIN_0264,"कृपया मदद करें, मेरे ऑर्डर का केवल एक हिस्सा मिला है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_08,86,17,train
ENG_0807,I need assistance because the pickup for my return has not happened I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_04,105,20,validation
HIN_1013,"कृपया मदद करें, मैं अकाउंट से जुड़ा ईमेल नहीं बदल पा रही हूँ। कृपया इसे जल्दी हल करें।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_08,86,18,test
HIN_1035,यह बहुत जरूरी है: मेरी ऑर्डर हिस्ट्री दिखाई नहीं दे रही है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_09,92,18,train
HIN_0909,"कृपया मदद करें, मैं अपने अकाउंट में लॉग इन नहीं कर पा रही हूँ। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_01,95,20,test
HGL_0165,Ye urgent hai: mera order abhi tak deliver nahi hua. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01,80,14,train
HGL_1136,Mujhe help chahiye kyunki kisi ne mere account ka password change kar diya. Please jaldi resolve karo.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_06,102,17,train
ENG_0964,"Hello, my saved address has disappeared",English,Account Issue,Account Support,Medium,English_Account Issue_05,39,6,train
ENG_0399,"Please help, the refund was sent to the wrong payment method I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_07,98,19,train
HGL_0972,Mujhe help chahiye kyunki mera saved address disappear ho gaya. Mujhe jaldi update chahiye.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,91,14,train
ENG_0705,This is urgent: the product quality is very poor I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_07,86,17,test
ENG_0432,I need assistance because the refund status has not changed for several days I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_09,114,21,train
ENG_0293,"Please help, the tracking information has not been updated Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10,79,12,train
HGL_0998,"Please help, app mujhe baar baar logout kar raha hai. Please jaldi resolve karo.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_07,80,14,train
ENG_0146,I need assistance because the wrong amount was charged for my purchase Please resolve this.,English,Payment Issue,Payments Team,High,English_Payment Issue_10,91,15,train
HIN_0834,"कृपया मदद करें, रिप्लेसमेंट ऑर्डर अभी तक भेजा नहीं गया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_06,88,16,train
HGL_0135,Ye urgent hai: checkout ke time payment page baar baar fail ho raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09,100,18,validation
ENG_1166,I need assistance because I received a suspicious message asking for payment Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_08,97,15,train
HIN_0851,मुझे सहायता चाहिए क्योंकि रिटर्न की समय सीमा गलत तरीके से बंद दिखाई जा रही है। कृपया इसे जल्दी हल करें।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_07,103,21,test
HGL_0389,Ye urgent hai: refund ki deadline already cross ho gayi. Please jaldi resolve karo.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_06,83,14,test
ENG_0340,I need assistance because only part of the refund was credited,English,Refund Issue,Refund Team,High,English_Refund Issue_03,62,11,train
HIN_0978,मैं अपना पासवर्ड रीसेट नहीं कर पा रही हूँ। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_06,75,15,train
ENG_0266,I need assistance because only part of my order was delivered Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08,82,14,train
HGL_0405,Ye urgent hai: refund wrong payment method mein bheja gaya. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_07,87,14,train
HIN_0572,रद्द करने के बाद भी ऑर्डर सक्रिय दिख रहा है। कृपया इसे जल्दी हल करें।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_09,69,15,train
ENG_0272,The courier refused to deliver my package Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09,62,10,train
ENG_0697,"Please help, the product quality is very poor",English,Product Issue,Product Support,High,English_Product Issue_07,45,8,test
HGL_1166,Mujhe help chahiye kyunki mujhe payment maangne wala suspicious message mila. Please jaldi resolve karo.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_08,104,15,train
ENG_0245,"Hello, my order was sent to the wrong address Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07,66,12,train
HGL_0977,Main password reset nahi kar pa rahi hoon. Please jaldi resolve karo.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_06,69,12,train
ENG_0477,I need assistance because the cancel button is not available I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_02,98,18,train
HIN_0833,"कृपया मदद करें, रिप्लेसमेंट ऑर्डर अभी तक भेजा नहीं गया। कृपया इसे जल्दी हल करें।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_06,80,15,train
HGL_0657,Mujhe help chahiye kyunki product description ke according nahi hai. Mujhe jaldi update chahiye.,Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_04,96,14,train
HGL_0284,Ye urgent hai: courier person ne package deliver karne se mana kiya. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_09,95,16,train
ENG_0814,"Hello, I want to exchange the item for another size",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_05,51,10,train
HIN_0715,मुझे सहायता चाहिए क्योंकि मुझे एक्सपायर हो चुका उत्पाद मिला।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_08,60,10,train
HGL_0637,"Please help, mujhe wrong product deliver hua.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_03,45,7,validation
HGL_1142,Account mein unknown delivery address add hua hai. Please jaldi resolve karo.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_07,77,12,train
HIN_0605,"नमस्ते, मुझे मिला हुआ उत्पाद खराब है। कृपया इसे जल्दी हल करें।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_01,62,12,test
HGL_0207,Mujhe help chahiye kyunki courier person ne mujhse contact nahi kiya. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_04,97,15,test
ENG_0251,I need assistance because my order was sent to the wrong address Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07,85,15,train
ENG_0546,"Hello, the app is not showing the cancellation option I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07,91,17,test
ENG_0739,"Hello, the package was empty when it arrived",English,Product Issue,Product Support,High,English_Product Issue_10,44,8,train
ENG_0311,I need assistance because I cancelled my order but have not received the refund Please resolve this.,English,Refund Issue,Refund Team,High,English_Refund Issue_01,100,17,train
ENG_1132,"Please help, someone changed my account password",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06,48,7,train
HIN_0250,मुझे सहायता चाहिए क्योंकि मेरा ऑर्डर गलत पते पर भेज दिया गया।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_07,61,12,train
HGL_1087,"Please help, lagta hai mera account hack ho gaya hai.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_03,53,10,test
ENG_0016,I was charged twice for the same order,English,Payment Issue,Payments Team,High,English_Payment Issue_02,38,8,train
HGL_0756,"Hello, mujhe ye product return karna hai. Mujhe jaldi update chahiye.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_01,69,11,test
HGL_0130,Mujhe help chahiye kyunki checkout ke time payment page baar baar fail ho raha hai.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09,83,15,validation
HGL_1128,Kisi ne mere account ka password change kar diya. Mujhe jaldi update chahiye.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_06,77,13,train
ENG_0364,"Hello, my return was accepted but the refund was not processed",English,Refund Issue,Refund Team,High,English_Refund Issue_05,62,11,train
ENG_0183,Tracking shows delivered but I did not receive the package I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_03,96,18,train
ENG_1195,I need assistance because there are multiple unauthorised purchases on my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_10,81,12,train
HIN_1030,मुझे सहायता चाहिए क्योंकि मेरी ऑर्डर हिस्ट्री दिखाई नहीं दे रही है।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_09,67,12,train
ENG_1122,I need assistance because my saved card was used without permission I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05,105,19,test
ENG_1183,This is urgent: a fake customer-care agent requested my bank details,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_09,68,11,train
HGL_0243,Mera order wrong address par deliver hua. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_07,69,11,train
ENG_0615,This is urgent: the product I received is damaged I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_01,87,17,validation
HIN_0267,मुझे सहायता चाहिए क्योंकि मेरे ऑर्डर का केवल एक हिस्सा मिला है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_08,96,18,train
ENG_0402,I need assistance because the refund was sent to the wrong payment method I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_07,111,21,train
ENG_0935,"Hello, my account has been locked Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_03,54,9,train
HIN_1181,मुझे सहायता चाहिए क्योंकि नकली कस्टमर केयर एजेंट ने बैंक की जानकारी मांगी। कृपया इसे जल्दी हल करें।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_09,99,18,train
HGL_0180,Ye urgent hai: promised date ke baad bhi package nahi aaya. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02,87,15,train
ENG_0727,"Please help, the size or colour is different from what I ordered",English,Product Issue,Product Support,High,English_Product Issue_09,64,12,test
ENG_0827,The replacement order has not been shipped Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06,63,10,test
HIN_0322,"कृपया मदद करें, मेरा रिफंड अभी भी पेंडिंग है।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02,45,9,train
ENG_0137,The wrong amount was charged for my purchase Please resolve this.,English,Payment Issue,Payments Team,High,English_Payment Issue_10,65,11,train
ENG_0629,This is urgent: the item is defective and does not work Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_02,76,14,train
ENG_0335,"Hello, only part of the refund was credited Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_03,64,11,train
ENG_0391,The refund was sent to the wrong payment method,English,Refund Issue,Refund Team,High,English_Refund Issue_07,47,9,train
HGL_0366,"Hello, return accept hua but refund process nahi hua. Mujhe jaldi update chahiye.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_05,81,13,validation
HIN_0618,सामान काम नहीं कर रहा है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_02,58,12,train
HGL_0834,"Please help, replacement order abhi tak ship nahi hua. Mujhe jaldi update chahiye.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_06,82,13,train
ENG_0711,"Hello, I received an expired product I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_08,74,14,train
ENG_1040,"Hello, I accidentally created two accounts with the same number Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_10,84,13,train
